Age,Debt,Married,BankCustomer,Industry,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
28.46,4,0,0,ConsumerDiscretionary,0.085,0,0,0,1,ByBirth,00411,0,0
20.42,0,1,1,Energy,0,0,0,0,0,Temporary,00000,0,0
33.25,2.5,0,0,Energy,2.5,0,0,0,1,ByBirth,00000,2,0
34.08,2.5,1,1,Energy,1,0,0,0,0,ByBirth,00460,16,0
25.25,12.5,1,1,Real Estate,1,0,0,0,1,ByBirth,00180,1062,0
34.75,2.5,1,1,InformationTechnology,0.5,0,0,0,0,ByBirth,00348,0,0
27.67,0.75,1,1,Materials,0.165,0,0,0,1,ByBirth,00220,251,0
47.33,6.5,1,1,Energy,1,0,0,0,1,ByBirth,00000,228,0
34.83,1.25,0,0,ConsumerDiscretionary,0.5,0,0,0,1,ByBirth,00160,0,0
33.25,3,0,0,ConsumerStaples,2,0,0,0,0,ByBirth,00180,0,0
28,3,1,1,Industrials,0.75,0,0,0,1,ByBirth,00300,67,0
39.08,4,1,1,Energy,3,0,0,0,0,ByBirth,00480,0,0
42.75,4.085,1,1,ConsumerStaples,0.04,0,0,0,0,ByBirth,00108,100,0
26.92,2.25,1,1,ConsumerDiscretionary,0.5,0,0,0,1,ByBirth,00640,4000,0
33.75,2.75,1,1,ConsumerDiscretionary,0,0,0,0,0,ByBirth,00180,0,0
38.92,1.75,1,1,Financials,0.5,0,0,0,1,ByBirth,00300,2,0
62.75,7,1,1,Education,0,0,0,0,0,ByBirth,00000,12,0
32.25,1.5,1,1,Energy,0.25,0,0,0,1,ByBirth,00372,122,0
26.75,4.5,0,0,Energy,2.5,0,0,0,0,ByBirth,00200,1210,0
63.33,0.54,1,1,Energy,0.585,1,1,3,1,ByBirth,00180,0,0
27.83,1.5,1,1,Industrials,2.25,0,1,1,1,ByBirth,00100,3,0
26.17,2,1,1,Research,0,0,0,0,1,ByBirth,00276,1,0
22.17,0.585,0,0,Healthcare,0,0,0,0,0,ByBirth,00100,0,0
22.5,11.5,0,0,CommunicationServices,1.5,0,0,0,1,ByBirth,00000,4000,0
30.75,1.585,1,1,Real Estate,0.585,0,0,0,1,ByOtherMeans,00000,0,0
36.67,2,1,1,ConsumerDiscretionary,0.25,0,0,0,1,ByBirth,00221,0,0
16,0.165,1,1,ConsumerStaples,1,0,1,2,1,ByBirth,00320,1,0
41.17,1.335,1,1,Real Estate,0.165,0,0,0,0,ByBirth,00168,0,0
19.5,0.165,1,1,Materials,0.04,0,0,0,1,ByBirth,00380,0,0
32.42,3,1,1,Real Estate,0.165,0,0,0,1,ByBirth,00120,0,0
36.75,4.71,1,1,Healthcare,0,0,0,0,0,ByBirth,00160,0,0
30.25,5.5,1,1,Financials,5.5,0,0,0,1,ByOtherMeans,00100,0,0
23.08,2.5,1,1,Healthcare,0.085,0,0,0,1,ByBirth,00100,4208,0
26.83,0.54,1,1,Financials,0,0,0,0,0,ByBirth,00100,0,0
16.92,0.335,0,0,Financials,0.29,0,0,0,0,ByOtherMeans,00200,0,0
24.42,2,1,1,Education,0.165,0,1,2,0,ByBirth,00320,1300,0
42.83,1.25,1,1,CommunicationServices,13.875,0,1,1,1,ByBirth,00352,112,0
22.75,6.165,1,1,ConsumerStaples,0.165,0,0,0,0,ByBirth,00220,1000,0
39.42,1.71,0,0,CommunicationServices,0.165,0,0,0,0,ByOtherMeans,00400,0,0
23.58,11.5,0,0,Financials,3,0,0,0,1,ByBirth,00020,16,0
21.42,0.75,0,0,Transport,0.75,0,0,0,1,ByBirth,00132,2,0
33,2.5,0,0,Industrials,7,0,0,0,1,ByBirth,00280,0,0
26.33,13,1,1,Education,0,0,0,0,1,ByBirth,00140,1110,0
45,4.585,1,1,Financials,1,0,0,0,1,ByOtherMeans,00240,0,0
26.25,1.54,1,1,Industrials,0.125,0,0,0,0,ByBirth,00100,0,0
28.17,0.585,1,1,ConsumerStaples,0.04,0,0,0,0,ByBirth,00260,1004,0
20.83,0.5,0,0,Education,1,0,0,0,0,ByBirth,00260,0,0
28.67,14.5,1,1,Real Estate,0.125,0,0,0,0,ByBirth,00000,286,0
20.67,0.835,0,0,Energy,2,0,0,0,1,ByOtherMeans,00240,0,0
34.42,1.335,1,1,ConsumerDiscretionary,0.125,0,0,0,1,ByBirth,00440,4500,0
33.58,0.25,1,1,ConsumerDiscretionary,4,0,0,0,1,ByOtherMeans,00420,0,0
43.17,5,1,1,ConsumerDiscretionary,2.25,0,0,0,1,ByBirth,00141,0,0
22.67,7,1,1,Energy,0.165,0,0,0,0,ByBirth,00160,0,0
24.33,2.5,0,0,ConsumerDiscretionary,4.5,0,0,0,0,ByBirth,00200,456,0
56.83,4.25,0,0,Healthcare,5,0,0,0,1,ByBirth,00000,4,0
22.08,11.46,1,1,Financials,1.585,0,0,0,1,ByBirth,00100,1212,0
34,5.5,0,0,Energy,1.5,0,0,0,1,ByBirth,00060,0,0
22.58,1.5,0,0,ConsumerStaples,0.54,0,0,0,1,ByBirth,00120,67,0
21.17,0,1,1,Energy,0.5,0,0,0,1,ByOtherMeans,00000,0,0
26.67,14.585,1,1,ConsumerDiscretionary,0,0,0,0,1,ByBirth,00178,0,0
22.92,0.17,1,1,CommunicationServices,0.085,0,0,0,0,ByOtherMeans,00000,0,0
15.17,7,1,1,Education,1,0,0,0,0,ByBirth,00600,0,0
39.92,5,1,1,ConsumerDiscretionary,0.21,0,0,0,0,ByBirth,00550,0,0
27.42,12.5,1,1,ConsumerStaples,0.25,0,0,0,1,ByBirth,00720,0,0
24.75,0.54,1,1,CommunicationServices,1,0,0,0,1,ByBirth,00120,1,0
41.17,1.25,0,0,Industrials,0.25,0,0,0,0,ByBirth,00000,195,0
33.08,1.625,1,1,Real Estate,0.54,0,0,0,1,ByBirth,00000,0,0
29.83,2.04,0,0,Utilities,0.04,0,0,0,0,ByBirth,00128,1,0
23.58,0.585,0,0,Healthcare,0.125,0,0,0,0,ByBirth,00120,87,0
26.17,12.5,0,0,Financials,1.25,0,0,0,1,ByBirth,00000,17,0
31,2.085,1,1,Energy,0.085,0,0,0,0,ByBirth,00300,0,0
20.75,5.085,0,0,Research,0.29,0,0,0,0,ByBirth,00140,184,0
28.92,0.375,1,1,Energy,0.29,0,0,0,0,ByBirth,00220,140,0
51.92,6.5,1,1,ConsumerDiscretionary,3.085,0,0,0,1,ByBirth,00073,0,0
22.67,0.335,1,1,Materials,0.75,0,0,0,0,ByOtherMeans,00160,0,0
34,5.085,0,0,ConsumerDiscretionary,1.085,0,0,0,1,ByBirth,00480,0,0
69.5,6,1,1,Healthcare,0,0,0,0,0,ByOtherMeans,00000,0,0
40.33,8.125,0,0,Financials,0.165,0,1,2,0,ByBirth,00000,18,0
19.58,0.665,0,0,Energy,1,0,1,1,0,ByBirth,02000,2,0
16,3.125,1,1,Industrials,0.085,0,1,1,0,ByBirth,00000,6,0
17.08,0.25,1,1,Materials,0.335,0,1,4,0,ByBirth,00160,8,0
31.25,2.835,1,1,Healthcare,0,0,1,5,0,ByBirth,00176,146,0
25.17,3,1,1,Energy,1.25,0,1,1,0,ByBirth,00000,22,0
22.67,0.79,1,1,ConsumerDiscretionary,0.085,0,0,0,0,ByBirth,00144,0,0
40.58,1.5,1,1,ConsumerDiscretionary,0,0,0,0,0,ByOtherMeans,00300,0,0
22.25,0.46,1,1,Financials,0.125,0,0,0,1,ByBirth,00280,55,0
22.25,1.25,0,0,Healthcare,3.25,0,0,0,0,ByBirth,00280,0,0
22.5,0.125,0,0,Financials,0.125,0,0,0,0,ByBirth,00200,70,0
23.58,1.79,1,1,Energy,0.54,0,0,0,1,ByBirth,00136,1,0
38.42,0.705,1,1,Energy,0.375,0,1,2,0,ByBirth,00225,500,0
26.58,2.54,0,0,Healthcare,0,0,0,0,1,ByBirth,00180,60,0
35,2.5,1,1,ConsumerDiscretionary,1,0,0,0,1,ByBirth,00210,0,0
20.42,1.085,1,1,Materials,1.5,0,0,0,0,ByBirth,00108,7,0
29.42,1.25,1,1,Industrials,1.75,0,0,0,0,ByBirth,00200,0,0
26.17,0.835,1,1,InformationTechnology,1.165,0,0,0,0,ByBirth,00100,0,0
33.67,2.165,1,1,Energy,1.5,0,0,0,0,Temporary,00120,0,0
24.58,1.25,1,1,Energy,0.25,0,0,0,0,ByBirth,00110,0,0
27.67,2.04,1,1,Industrials,0.25,0,0,0,1,ByBirth,00180,50,0
37.5,0.835,1,1,Education,0.04,0,0,0,0,ByBirth,00120,5,0
49.17,2.29,1,1,Healthcare,0.29,0,0,0,0,ByBirth,00200,3,0
33.58,0.335,0,0,InformationTechnology,0.085,0,0,0,0,ByBirth,00180,0,0
51.83,3,0,0,Healthcare,1.5,0,0,0,0,ByBirth,00180,4,0
22.92,3.165,0,0,Energy,0.165,0,0,0,0,ByBirth,00160,1058,0
21.83,1.54,1,1,Financials,0.085,0,0,0,1,ByBirth,00356,0,0
25.25,1,1,1,ConsumerStaples,0.5,0,0,0,0,ByBirth,00200,0,0
58.58,2.71,1,1,Energy,2.415,0,0,0,1,ByBirth,00320,0,0
19,0,0,0,Healthcare,0,0,1,4,0,ByBirth,00045,1,0
19.58,0.585,1,1,Healthcare,0,0,1,3,0,ByBirth,00350,769,0
53.33,0.165,1,1,Healthcare,0,0,0,0,1,ByOtherMeans,00062,27,0
27.17,1.25,1,1,Healthcare,0,0,1,1,0,ByBirth,00092,300,0
25.92,0.875,1,1,Financials,0.375,0,1,2,1,ByBirth,00174,3,0
23.08,0,1,1,Financials,1,0,1,11,0,ByOtherMeans,00000,0,0
39.58,5,1,1,Healthcare,0,0,1,2,0,ByBirth,00017,1,0
30.58,2.71,0,0,CommunicationServices,0.125,0,0,0,1,ByOtherMeans,00080,0,0
17.25,3,1,1,Financials,0.04,0,0,0,1,ByBirth,00160,40,0
17.67,0,0,0,Research,0,0,0,0,0,ByBirth,00086,0,0
28.46,11.25,1,1,Healthcare,0,0,0,0,0,ByBirth,00000,5200,0
16.5,0.125,1,1,Energy,0.165,0,0,0,0,ByBirth,00132,0,0
27.33,1.665,1,1,Healthcare,0,0,0,0,0,ByBirth,00340,1,0
31.25,1.125,1,1,Healthcare,0,0,1,1,0,ByBirth,00096,19,0
20,7,1,1,Energy,0.5,0,0,0,0,ByBirth,00000,0,0
28.46,3,0,0,ConsumerDiscretionary,7,0,0,0,0,ByBirth,00000,1,0
39.5,1.625,1,1,Energy,1.5,0,0,0,0,ByBirth,00000,316,0
36.5,4.25,1,1,Materials,3.5,0,0,0,0,ByBirth,00454,50,0
29.75,0.665,1,1,Industrials,0.25,0,0,0,1,ByBirth,00300,0,0
52.42,1.5,1,1,Real Estate,3.75,0,0,0,1,ByBirth,00000,350,0
36.17,18.125,1,1,Industrials,0.085,0,0,0,0,ByBirth,00320,3552,0
34.58,0,1,1,Energy,0,0,0,0,0,Temporary,00000,0,0
29.67,0.75,0,0,Energy,0.04,0,0,0,0,ByBirth,00240,0,0
36.17,5.5,1,1,ConsumerDiscretionary,5,0,0,0,0,ByBirth,00210,687,0
25.67,0.29,0,0,Energy,1.5,0,0,0,1,ByBirth,00160,0,0
24.5,2.415,0,0,Energy,0,0,0,0,0,ByBirth,00120,0,0
24.08,0.875,1,1,CommunicationServices,0.085,0,1,4,0,ByBirth,00254,1950,0
21.92,0.5,1,1,Energy,0.125,0,0,0,0,ByBirth,00360,0,0
36.58,0.29,1,1,Healthcare,0,0,1,10,0,ByBirth,00200,18,0
23,1.835,1,1,Research,0,0,1,1,0,ByBirth,00200,53,0
27.58,3,1,1,CommunicationServices,2.79,0,1,1,1,ByBirth,00280,10,0
31.08,3.085,1,1,Energy,2.5,0,1,2,1,ByBirth,00160,41,0
30.42,1.375,1,1,Industrials,0.04,0,1,3,0,ByBirth,00000,33,0
22.08,2.335,1,1,Financials,0.75,0,0,0,0,ByBirth,00180,0,0
16.33,4.085,1,1,ConsumerDiscretionary,0.415,0,0,0,1,ByBirth,00120,0,0
21.92,11.665,1,1,Financials,0.085,0,0,0,0,ByBirth,00320,5,0
21.08,4.125,0,0,ConsumerDiscretionary,0.04,0,0,0,0,ByBirth,00140,100,0
17.42,6.5,1,1,ConsumerDiscretionary,0.125,0,0,0,0,ByBirth,00060,100,0
19.17,4,0,0,ConsumerDiscretionary,1,0,0,0,1,ByBirth,00360,1000,0
20.67,0.415,1,1,Energy,0.125,0,0,0,0,ByBirth,00000,44,0
26.75,2,1,1,Real Estate,0.75,0,0,0,1,ByBirth,00080,0,0
23.58,0.835,1,1,ConsumerDiscretionary,0.085,0,0,0,1,ByBirth,00220,5,0
39.17,2.5,0,0,ConsumerDiscretionary,10,0,0,0,1,ByOtherMeans,00200,0,0
22.75,11.5,1,1,ConsumerDiscretionary,0.415,0,0,0,0,ByBirth,00000,0,0
26.5,2.71,0,0,Energy,0.085,0,0,0,0,ByOtherMeans,00080,0,0
16.92,0.5,1,1,ConsumerDiscretionary,0.165,0,1,6,1,ByBirth,00240,35,0
23.5,3.165,0,0,Financials,0.415,0,1,1,1,ByBirth,00280,80,0
17.33,9.5,1,1,ConsumerStaples,1.75,0,1,10,1,ByBirth,00000,10,0
23.75,0.415,0,0,Energy,0.04,0,1,2,0,ByBirth,00128,6,0
34.67,1.08,1,1,CommunicationServices,1.165,0,0,0,0,ByOtherMeans,00028,0,0
74.83,19,0,0,Healthcare,0.04,0,1,2,0,ByBirth,00000,351,0
28.17,0.125,0,0,Financials,0.085,0,0,0,0,ByBirth,00216,2100,0
24.5,13.335,0,0,ConsumerStaples,0.04,0,0,0,1,ByBirth,00120,475,0
18.83,3.54,0,0,Healthcare,0,0,0,0,1,ByBirth,00180,1,0
45.33,1,1,1,Materials,0.125,0,0,0,1,ByBirth,00263,0,0
47.25,0.75,1,1,Materials,2.75,1,1,1,0,ByBirth,00333,892,1
24.17,0.875,1,1,Materials,4.625,1,1,2,1,ByBirth,00520,2000,1
39.25,9.5,1,1,CommunicationServices,6.5,1,1,14,0,ByBirth,00240,4607,1
20.5,11.835,1,1,Energy,6,1,0,0,0,ByBirth,00340,0,1
18.83,4.415,0,0,Energy,3,1,0,0,0,ByBirth,00240,0,1
19.17,9.5,1,1,Industrials,1.5,1,0,0,0,ByBirth,00120,2206,1
25,0.875,1,1,Utilities,1.04,1,0,0,1,ByBirth,00160,5860,1
20.17,9.25,1,1,Energy,1.665,1,1,3,1,ByBirth,00040,28,1
25.75,0.5,1,1,Energy,1.46,1,1,5,1,ByBirth,00312,0,1
20.42,7,1,1,Energy,1.625,1,1,3,0,ByBirth,00200,1391,1
28.46,4,1,1,Utilities,5,1,1,3,1,ByBirth,00290,2279,1
39,5,1,1,InformationTechnology,3.5,1,1,10,1,ByBirth,00000,0,1
64.08,0.165,1,1,Healthcare,0,1,1,1,0,ByBirth,00232,100,1
28.25,5.125,1,1,Utilities,4.75,1,1,2,0,ByBirth,00420,7,1
28.75,3.75,1,1,Energy,1.085,1,1,1,1,ByBirth,00371,0,1
31.33,19.5,1,1,Energy,7,1,1,16,0,ByBirth,00000,5000,1
18.92,9,1,1,ConsumerStaples,0.75,1,1,2,0,ByBirth,00088,591,1
24.75,3,1,1,Materials,1.835,1,1,19,0,ByBirth,00000,500,1
30.67,12,1,1,Energy,2,1,1,1,0,ByBirth,00220,19,1
21,4.79,0,0,Industrials,2.25,1,1,1,1,ByBirth,00080,300,1
13.75,4,0,0,Industrials,1.75,1,1,2,1,ByBirth,00120,1000,1
46,4,1,1,Research,0,1,0,0,0,ByBirth,00100,960,1
44.33,0,1,1,Energy,2.5,1,0,0,0,ByBirth,00000,0,1
20.25,9.96,1,1,Education,0,1,0,0,0,ByBirth,00000,0,1
22.67,2.54,0,0,Energy,2.585,1,0,0,0,ByBirth,00000,0,1
28.46,10.5,1,1,Utilities,6.5,1,0,0,0,ByBirth,00000,0,1
60.92,5,1,1,ConsumerStaples,4,1,1,4,0,ByBirth,00000,99,1
16.08,0.75,1,1,Energy,1.75,1,1,5,1,ByBirth,00352,690,1
28.17,0.375,1,1,Materials,0.585,1,1,4,0,ByBirth,00080,0,1
39.17,1.71,1,1,Utilities,0.125,1,1,5,1,ByBirth,00480,0,1
20.42,7.5,1,1,Financials,1.5,1,1,1,0,ByBirth,00160,234,1
30,5.29,1,1,Education,2.25,1,1,5,1,ByBirth,00099,500,1
22.83,3,1,1,CommunicationServices,1.29,1,1,1,0,ByBirth,00260,800,1
22.5,8.5,1,1,Materials,1.75,1,1,10,0,ByBirth,00080,990,0
28.58,1.665,1,1,Materials,2.415,1,0,0,1,ByBirth,00440,0,0
45.17,1.5,1,1,Energy,2.5,1,0,0,1,ByBirth,00140,0,0
41.58,1.75,1,1,Financials,0.21,1,0,0,0,ByBirth,00160,0,0
57.08,0.335,1,1,ConsumerDiscretionary,1,1,0,0,1,ByBirth,00252,2197,0
55.75,7.08,1,1,Financials,6.75,1,1,3,1,ByBirth,00100,50,0
43.25,25.21,1,1,Materials,0.21,1,1,1,0,ByBirth,00760,90,0
25.33,2.085,1,1,Energy,2.75,1,0,0,1,ByBirth,00360,1,0
24.58,0.67,1,1,ConsumerStaples,1.75,1,0,0,0,ByBirth,00400,0,0
43.17,2.25,1,1,ConsumerDiscretionary,0.75,1,0,0,0,ByBirth,00560,0,0
40.92,0.835,1,1,Healthcare,0,1,0,0,0,ByBirth,00130,1,0
31.83,2.5,1,1,ConsumerStaples,7.5,1,0,0,1,ByBirth,00523,0,0
33.92,1.585,0,0,Healthcare,0,1,0,0,0,ByBirth,00320,0,0
24.92,1.25,1,1,Healthcare,0,1,0,0,0,ByBirth,00080,0,0
35.25,3.165,1,1,Utilities,3.75,1,0,0,1,ByBirth,00680,0,0
34.25,1.75,1,1,Industrials,0.25,1,0,0,1,ByBirth,00163,0,0
80.25,5.5,1,1,Energy,0.54,1,0,0,0,ByBirth,00000,340,0
19.42,1.5,0,0,InformationTechnology,2,1,0,0,1,ByBirth,00100,20,0
42.75,3,1,1,ConsumerDiscretionary,1,1,0,0,0,ByBirth,00000,200,0
19.67,10,0,0,Financials,0.835,1,0,0,1,ByBirth,00140,0,0
36.33,3.79,1,1,Industrials,1.165,1,0,0,1,ByBirth,00200,0,0
30.08,1.04,0,0,ConsumerDiscretionary,0.5,1,1,10,1,ByBirth,00132,28,0
44.25,11,0,0,Real Estate,1.5,1,0,0,0,ByOtherMeans,00000,0,0
23.58,0.46,0,0,Industrials,2.625,1,1,6,1,ByBirth,00208,347,0
23.92,1.5,1,1,Real Estate,1.875,1,1,6,0,ByBirth,00200,327,1
33.17,1,1,1,Utilities,0.75,1,1,7,1,ByBirth,00340,4071,1
48.33,12,1,1,CommunicationServices,16,1,0,0,0,ByOtherMeans,00110,0,1
76.75,22.29,1,1,Education,12.75,1,1,1,1,ByBirth,00000,109,1
51.33,10,1,1,ConsumerDiscretionary,0,1,1,11,0,ByBirth,00000,1249,1
34.75,15,1,1,Transport,5.375,1,1,9,1,ByBirth,00000,134,1
38.58,3.335,1,1,Industrials,4,1,1,14,0,ByBirth,00383,1344,1
22.42,11.25,0,0,Utilities,0.75,1,1,4,0,ByBirth,00000,321,1
41.92,0.42,1,1,Energy,0.21,1,1,6,0,ByBirth,00220,948,1
29.58,4.5,1,1,Industrials,7.5,1,1,2,1,ByBirth,00330,0,1
32.17,1.46,1,1,Industrials,1.085,1,1,16,0,ByBirth,00120,2079,1
51.42,0.04,1,1,Utilities,0.04,1,0,0,0,ByBirth,00000,3000,1
22.83,2.29,1,1,Materials,2.29,1,1,7,1,ByBirth,00140,2384,1
25,12.33,1,1,InformationTechnology,3.5,1,1,6,0,ByBirth,00400,458,1
26.75,1.125,1,1,Utilities,1.25,1,0,0,0,ByBirth,00000,5298,1
23.33,1.5,1,1,Energy,1.415,1,0,0,0,ByBirth,00422,200,1
24.42,12.335,1,1,Materials,1.585,1,0,0,1,ByBirth,00120,0,1
42.17,5.04,1,1,Materials,12.75,1,0,0,1,ByBirth,00092,0,1
20.83,3,1,1,ConsumerStaples,0.04,1,0,0,0,ByBirth,00100,0,1
23.08,11.5,1,1,Industrials,2.125,1,1,11,1,ByBirth,00290,284,1
25.17,2.875,1,1,Utilities,0.875,1,0,0,0,ByBirth,00360,0,1
43.08,0.375,0,0,Energy,0.375,1,1,8,1,ByBirth,00300,162,1
35.75,0.915,1,1,ConsumerStaples,0.75,1,1,4,0,ByBirth,00000,1583,1
59.5,2.75,1,1,Industrials,1.75,1,1,5,1,ByBirth,00060,58,1
21,3,0,0,Real Estate,1.085,1,1,8,1,ByBirth,00160,1,1
21.92,0.54,0,0,Utilities,0.04,1,1,1,1,ByBirth,00840,59,1
65.17,14,1,1,Healthcare,0,1,1,11,1,ByBirth,00000,1400,1
20.33,10,1,1,Energy,1,1,1,4,0,ByBirth,00050,1465,1
32.25,0.165,0,0,Energy,3.25,1,1,1,1,ByBirth,00432,8000,1
30.17,0.5,1,1,Energy,1.75,1,1,11,0,ByBirth,00032,540,1
25.17,6,1,1,Energy,1,1,1,3,0,ByBirth,00000,0,1
39.17,1.625,1,1,Energy,1.5,1,1,10,0,ByBirth,00186,4700,1
39.08,6,1,1,CommunicationServices,1.29,1,1,5,1,ByBirth,00108,1097,1
31.67,0.83,1,1,Utilities,1.335,1,1,8,1,ByBirth,00303,3290,1
41,0.04,1,1,Education,0.04,0,1,1,0,ByOtherMeans,00560,0,1
48.5,4.25,1,1,CommunicationServices,0.125,1,0,0,1,ByBirth,00225,0,1
32.67,9,0,0,Industrials,5.25,1,0,0,1,ByBirth,00154,0,1
28.08,15,0,0,Education,0,1,0,0,0,ByBirth,00000,13212,1
73.42,17.75,1,1,Healthcare,0,1,0,0,1,ByBirth,00000,0,1
64.08,20,1,1,Utilities,17.5,1,1,9,1,ByBirth,00000,1000,1
51.58,15,1,1,Energy,8.5,1,1,9,0,ByBirth,00000,0,1
26.67,1.75,0,0,Energy,1,1,1,5,1,ByBirth,00160,5777,1
25.33,0.58,1,1,Energy,0.29,1,1,7,1,ByBirth,00096,5124,1
30.17,6.5,1,1,InformationTechnology,3.125,1,1,8,0,ByBirth,00330,1200,1
27,0.75,1,1,Energy,4.25,1,1,3,1,ByBirth,00312,150,1
23.17,0,1,1,Energy,0,0,0,0,0,Temporary,00000,0,1
34.17,5.25,1,1,Industrials,0.085,0,0,0,1,ByBirth,00290,6,1
38.67,0.21,1,1,Financials,0.085,1,0,0,1,ByBirth,00280,0,1
25.75,0.75,1,1,Energy,0.25,1,0,0,0,ByBirth,00349,23,1
46.08,3,1,1,Energy,2.375,1,1,8,1,ByBirth,00396,4159,1
21.5,6,1,1,ConsumerStaples,2.5,1,1,3,0,ByBirth,00080,918,1
20.08,0.125,1,1,Materials,1,0,1,1,0,ByBirth,00240,768,1
20.5,2.415,1,1,Energy,2,1,1,11,1,ByBirth,00200,3000,1
29.5,0.46,1,1,Financials,0.54,1,1,4,0,ByBirth,00380,500,1
42.25,1.75,0,0,Energy,0,0,0,0,1,ByBirth,00150,1,0
29.83,1.25,0,0,Financials,0.25,0,0,0,0,ByBirth,00224,0,0
20.08,0.25,1,1,Materials,0.125,0,0,0,0,ByBirth,00200,0,0
23.42,0.585,1,1,Energy,0.085,1,0,0,0,ByBirth,00180,0,0
29.58,1.75,0,0,Financials,1.25,0,0,0,1,ByBirth,00280,0,0
16.17,0.04,1,1,Energy,0.04,0,0,0,0,ByBirth,00000,0,1
32.33,3.5,1,1,Financials,0.5,0,0,0,1,ByBirth,00232,0,0
28.46,0.04,0,0,Real Estate,4.25,0,0,0,1,ByBirth,00460,0,0
47.83,4.165,1,1,Utilities,0.085,0,0,0,1,ByBirth,00520,0,0
20,1.25,0,0,Financials,0.125,0,0,0,0,ByBirth,00140,4,0
27.58,3.25,0,0,Materials,5.085,0,1,2,1,ByBirth,00369,1,0
22,0.79,1,1,Industrials,0.29,0,1,1,0,ByBirth,00420,283,0
19.33,10.915,1,1,Energy,0.585,0,1,2,1,ByBirth,00200,7,0
38.33,4.415,1,1,Energy,0.125,0,0,0,0,ByBirth,00160,0,0
29.42,1.25,1,1,Energy,0.25,0,1,2,1,ByBirth,00400,108,0
22.67,0.75,1,1,ConsumerDiscretionary,1.585,0,1,1,1,ByBirth,00400,9,0
32.25,14,0,0,Healthcare,0,0,1,2,0,ByBirth,00160,1,0
29.58,4.75,1,1,CommunicationServices,2,0,1,1,1,ByBirth,00460,68,0
18.42,10.415,0,0,ConsumerStaples,0.125,1,0,0,0,ByBirth,00120,375,0
22.17,2.25,1,1,ConsumerDiscretionary,0.125,0,0,0,0,ByBirth,00160,10,0
22.67,0.165,1,1,Energy,2.25,0,0,0,1,ByOtherMeans,00000,0,1
25.58,0,1,1,Energy,0,0,0,0,0,Temporary,00000,0,1
18.83,0,1,1,Materials,0.665,0,0,0,0,ByBirth,00160,1,0
21.58,0.79,0,0,InformationTechnology,0.665,0,0,0,0,ByBirth,00160,0,0
23.75,12,1,1,Energy,2.085,0,0,0,0,ByOtherMeans,00080,0,0
22,7.835,0,0,ConsumerDiscretionary,0.165,0,0,0,1,ByBirth,00000,0,0
36.08,2.54,1,1,Healthcare,0,0,0,0,0,ByBirth,00000,1000,0
29.25,13,1,1,Real Estate,0.5,0,0,0,0,ByBirth,00228,0,0
19.58,0.665,1,1,Industrials,1.665,0,0,0,0,ByBirth,00220,5,0
22.92,1.25,1,1,Materials,0.25,0,0,0,1,ByBirth,00120,809,0
27.25,0.29,1,1,CommunicationServices,0.125,0,1,1,1,ByBirth,00272,108,0
38.75,1.5,1,1,Healthcare,0,0,0,0,0,ByBirth,00076,0,0
32.42,2.165,0,0,Financials,0,0,0,0,0,ByBirth,00120,0,0
23.75,0.71,1,1,Industrials,0.25,0,1,1,1,ByBirth,00240,4,0
18.17,2.46,1,1,Energy,0.96,0,1,2,1,ByBirth,00160,587,0
40.92,0.5,0,0,CommunicationServices,0.5,0,0,0,1,ByBirth,00130,0,0
19.5,9.585,1,1,ConsumerStaples,0.79,0,0,0,0,ByBirth,00080,350,0
28.58,3.625,1,1,ConsumerStaples,0.25,0,0,0,1,ByBirth,00100,0,0
35.58,0.75,1,1,Financials,1.5,0,0,0,1,ByBirth,00231,0,0
34.17,2.75,1,1,ConsumerDiscretionary,2.5,0,0,0,1,ByBirth,00232,200,0
33.17,2.25,0,0,InformationTechnology,3.5,0,0,0,1,ByBirth,00200,141,0
31.58,0.75,0,0,ConsumerStaples,3.5,0,0,0,1,ByBirth,00320,0,0
52.5,7,1,1,ConsumerStaples,3,0,0,0,0,ByBirth,00000,0,0
36.17,0.42,0,0,Industrials,0.29,0,0,0,1,ByBirth,00309,2,0
37.33,2.665,1,1,InformationTechnology,0.165,0,0,0,1,ByBirth,00000,501,0
20.83,8.5,1,1,Energy,0.165,0,0,0,0,ByBirth,00000,351,0
24.08,9,1,1,ConsumerStaples,0.25,0,0,0,1,ByBirth,00000,0,0
25.58,0.335,1,1,Financials,3.5,0,0,0,1,ByBirth,00340,0,0
35.17,3.75,1,1,Healthcare,0,0,1,6,0,ByBirth,00000,200,0
48.08,3.75,1,1,ConsumerDiscretionary,1,0,0,0,0,ByBirth,00100,2,0
15.83,7.625,1,1,Materials,0.125,0,1,1,1,ByBirth,00000,160,0
22.5,0.415,1,1,ConsumerDiscretionary,0.335,0,0,0,1,ByOtherMeans,00144,0,0
21.5,11.5,1,1,ConsumerDiscretionary,0.5,1,0,0,1,ByBirth,00100,68,0
23.58,0.83,1,1,Materials,0.415,0,1,1,1,ByBirth,00200,11,0
21.08,5,0,0,Healthcare,0,0,0,0,0,ByBirth,00000,0,0
25.67,3.25,1,1,Energy,2.29,0,1,1,1,ByBirth,00416,21,0
38.92,1.665,1,1,ConsumerStaples,0.25,0,0,0,0,ByBirth,00000,390,0
15.75,0.375,1,1,Energy,1,0,0,0,0,ByBirth,00120,18,0
